,locationid,latitude,longitude,shapewkt,X,country,CONST_CODE,WARD_NAME,CONSTITUEN,COUNTY_ASS,COUNTY_A_1,COUNTY_COD,COUNTY_NAME
867,10291690,1.875,38.708,"POLYGON ((38.666665791999947 1.8333330999999902, 38.749999124999945 1.8333330999999902, 38.749999124999945 1.91666643299999, 38.666665791999947 1.91666643299999, 38.666665791999947 1.8333330999999902))",605,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
868,10291693,3.958,37.208,"POLYGON ((37.16666579799994 3.9166664249999883, 37.249999130999939 3.9166664249999883, 37.249999130999939 3.9999997579999884, 37.16666579799994 3.9999997579999884, 37.16666579799994 3.9166664249999883))",720,Kenya,46,DUKANA,NORTH HORR,228,DUKANA,10,MARSABIT
869,10291773,3.708,37.375,"POLYGON ((37.333332463999966 3.6666664259999848, 37.416665796999965 3.6666664259999848, 37.416665796999965 3.7499997589999849, 37.333332463999966 3.7499997589999849, 37.333332463999966 3.6666664259999848))",1845,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
870,10291781,0.958,38.708,"POLYGON ((38.666665791999947 0.91666643699998929, 38.749999124999945 0.91666643699998929, 38.749999124999945 0.9999997699999893, 38.666665791999947 0.9999997699999893, 38.666665791999947 0.91666643699998929))",1207,Kenya,50,GARBATULLA,ISIOLO SOUTH,248,GARBA TULLA,11,ISIOLO
871,10291789,3.958,36.958,"POLYGON ((36.916665798999958 3.9166664249999883, 36.999999131999957 3.9166664249999883, 36.999999131999957 3.9999997579999884, 36.916665798999958 3.9999997579999884, 36.916665798999958 3.9166664249999883))",440,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
872,10291861,1.708,37.958,"POLYGON ((37.916665794999943 1.6666664339999855, 37.999999127999942 1.6666664339999855, 37.999999127999942 1.7499997669999854, 37.916665794999943 1.7499997669999854, 37.916665794999943 1.6666664339999855))",1582,Kenya,48,LAISAMIS,LAISAMIS,240,LAISAMIS,10,MARSABIT
873,10291865,1.375,38.958,"POLYGON ((38.916665790999957 1.3333331019999903, 38.999999123999956 1.3333331019999903, 38.999999123999956 1.4166664349999902, 38.916665790999957 1.4166664349999902, 38.916665790999957 1.3333331019999903))",1286,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
874,10292119,0.625,37.625,"POLYGON ((37.583332462999948 0.583333104999987, 37.666665795999947 0.583333104999987, 37.666665795999947 0.666666437999987, 37.583332462999948 0.666666437999987, 37.583332462999948 0.583333104999987))",1322,Kenya,49,NGARE MARA,ISIOLO NORTH,245,673,11,ISIOLO
875,10292171,0.792,38.292,"POLYGON ((38.249999126999938 0.74999977099998461, 38.333332459999937 0.74999977099998461, 38.333332459999937 0.83333310399998461, 38.249999126999938 0.83333310399998461, 38.249999126999938 0.74999977099998461))",861,Kenya,50,KINNA,ISIOLO SOUTH,249,KINNA,11,ISIOLO
876,10292177,1.792,38.125,"POLYGON ((38.083332460999941 1.7499997669999843, 38.16666579399994 1.7499997669999843, 38.16666579399994 1.8333330999999842, 38.083332460999941 1.8333330999999842, 38.083332460999941 1.7499997669999843))",1657,Kenya,48,LAISAMIS,LAISAMIS,240,LAISAMIS,10,MARSABIT
877,10292217,3.375,37.958,"POLYGON ((37.916665794999943 3.3333330939999897, 37.999999127999942 3.3333330939999897, 37.999999127999942 3.41666642699999, 37.916665794999943 3.41666642699999, 37.916665794999943 3.3333330939999897))",1126,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
878,10292579,3.208,38.125,"POLYGON ((38.083332460999941 3.166666427999985, 38.16666579399994 3.166666427999985, 38.16666579399994 3.2499997609999851, 38.083332460999941 3.2499997609999851, 38.083332460999941 3.166666427999985))",799,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
879,10292603,1.958,38.208,"POLYGON ((38.166665793999954 1.916666432999989, 38.249999126999953 1.916666432999989, 38.249999126999953 1.9999997659999889, 38.166665793999954 1.9999997659999889, 38.166665793999954 1.916666432999989))",167,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
880,10292613,3.458,37.625,"POLYGON ((37.583332462999948 3.4166664269999885, 37.666665795999947 3.4166664269999885, 37.666665795999947 3.4999997599999886, 37.583332462999948 3.4999997599999886, 37.583332462999948 3.4166664269999885))",727,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
881,10292867,1.292,38.958,"POLYGON ((38.916665790999957 1.2499997689999844, 38.999999123999956 1.2499997689999844, 38.999999123999956 1.3333331019999843, 38.916665790999957 1.3333331019999843, 38.916665790999957 1.2499997689999844))",183,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
882,10292879,3.708,37.792,"POLYGON ((37.749999128999946 3.6666664259999848, 37.833332461999944 3.6666664259999848, 37.833332461999944 3.7499997589999849, 37.749999128999946 3.7499997589999849, 37.749999128999946 3.6666664259999848))",1457,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
883,10292884,3.708,37.708,"POLYGON ((37.666665795999961 3.6666664259999848, 37.74999912899996 3.6666664259999848, 37.74999912899996 3.7499997589999849, 37.666665795999961 3.7499997589999849, 37.666665795999961 3.6666664259999848))",453,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
884,10292901,3.292,36.958,"POLYGON ((36.916665798999958 3.2499997609999838, 36.999999131999957 3.2499997609999838, 36.999999131999957 3.3333330939999839, 36.916665798999958 3.3333330939999839, 36.916665798999958 3.2499997609999838))",1567,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
885,10293003,0.125,38.375,"POLYGON ((38.333332459999951 0.0833331069999872, 38.41666579299995 0.0833331069999872, 38.41666579299995 0.16666643999998718, 38.333332459999951 0.16666643999998718, 38.333332459999951 0.0833331069999872))",1800,Kenya,50,KINNA,ISIOLO SOUTH,249,KINNA,11,ISIOLO
886,10293511,3.625,36.375,"POLYGON ((36.333332467999952 3.583333092999986, 36.416665800999951 3.583333092999986, 36.416665800999951 3.6666664259999862, 36.333332467999952 3.6666664259999862, 36.333332467999952 3.583333092999986))",837,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
887,10293602,2.208,37.375,"POLYGON ((37.333332463999966 2.1666664319999853, 37.416665796999965 2.1666664319999853, 37.416665796999965 2.2499997649999854, 37.333332463999966 2.2499997649999854, 37.333332463999966 2.1666664319999853))",1448,Kenya,48,KORR/NGURUNIT,LAISAMIS,238,KORR/NGURUNIT,10,MARSABIT
888,10294207,2.042,38.208,"POLYGON ((38.166665793999954 1.9999997659999877, 38.249999126999953 1.9999997659999877, 38.249999126999953 2.0833330989999879, 38.166665793999954 2.0833330989999879, 38.166665793999954 1.9999997659999877))",594,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
889,10294294,3.625,37.625,"POLYGON ((37.583332462999948 3.583333092999986, 37.666665795999947 3.583333092999986, 37.666665795999947 3.6666664259999862, 37.583332462999948 3.6666664259999862, 37.583332462999948 3.583333092999986))",90,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
890,10294297,2.792,38.125,"POLYGON ((38.083332460999941 2.7499997629999839, 38.16666579399994 2.7499997629999839, 38.16666579399994 2.8333330959999841, 38.083332460999941 2.8333330959999841, 38.083332460999941 2.7499997629999839))",1386,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
891,10294302,2.875,37.292,"POLYGON ((37.249999130999953 2.83333309599999, 37.333332463999952 2.83333309599999, 37.333332463999952 2.91666642899999, 37.249999130999953 2.91666642899999, 37.249999130999953 2.83333309599999))",1252,Kenya,48,KARGI/SOUTH HORR,LAISAMIS,237,KARGI/SOUTH HORR,10,MARSABIT
892,10294391,4.125,37.292,"POLYGON ((37.249999130999953 4.0833330909999859, 37.333332463999952 4.0833330909999859, 37.333332463999952 4.1666664239999855, 37.249999130999953 4.1666664239999855, 37.249999130999953 4.0833330909999859))",387,Kenya,46,DUKANA,NORTH HORR,228,DUKANA,10,MARSABIT
893,10294419,3.875,37.375,"POLYGON ((37.333332463999966 3.8333330919999895, 37.416665796999965 3.8333330919999895, 37.416665796999965 3.9166664249999896, 37.333332463999966 3.9166664249999896, 37.333332463999966 3.8333330919999895))",233,Kenya,46,DUKANA,NORTH HORR,228,DUKANA,10,MARSABIT
894,10294794,1.958,38.042,"POLYGON ((37.999999127999956 1.916666432999989, 38.083332460999955 1.916666432999989, 38.083332460999955 1.9999997659999889, 37.999999127999956 1.9999997659999889, 37.999999127999956 1.916666432999989))",534,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
895,10295063,2.542,37.125,"POLYGON ((37.083332464999955 2.4999997639999876, 37.166665797999954 2.4999997639999876, 37.166665797999954 2.5833330969999877, 37.083332464999955 2.5833330969999877, 37.083332464999955 2.4999997639999876))",1442,Kenya,48,KARGI/SOUTH HORR,LAISAMIS,237,KARGI/SOUTH HORR,10,MARSABIT
896,10295192,3.458,38.708,"POLYGON ((38.666665791999947 3.4166664269999885, 38.749999124999945 3.4166664269999885, 38.749999124999945 3.4999997599999886, 38.666665791999947 3.4999997599999886, 38.666665791999947 3.4166664269999885))",107,Kenya,45,OBBU,MOYALE,227,OBBU,10,MARSABIT
897,10295223,0.542,36.958,"POLYGON ((36.916665798999958 0.49999977199998824, 36.999999131999957 0.49999977199998824, 36.999999131999957 0.58333310499998825, 36.916665798999958 0.58333310499998825, 36.916665798999958 0.49999977199998824))",511,Kenya,49,OLDO/NYIRO,ISIOLO NORTH,247,OLDONYIRO,11,ISIOLO
898,10295270,3.958,36.292,"POLYGON ((36.249999134999939 3.9166664249999883, 36.333332467999938 3.9166664249999883, 36.333332467999938 3.9999997579999884, 36.249999134999939 3.9999997579999884, 36.249999134999939 3.9166664249999883))",1428,Kenya,46,ILLERET,NORTH HORR,232,ILLERET,10,MARSABIT
899,10295543,4.292,36.792,"POLYGON ((36.74999913299996 4.2499997569999834, 36.833332465999959 4.2499997569999834, 36.833332465999959 4.3333330899999831, 36.74999913299996 4.3333330899999831, 36.74999913299996 4.2499997569999834))",572,Kenya,46,DUKANA,NORTH HORR,228,DUKANA,10,MARSABIT
900,10295550,0.208,38.375,"POLYGON ((38.333332459999951 0.16666643999998598, 38.41666579299995 0.16666643999998598, 38.41666579299995 0.24999977299998596, 38.333332459999951 0.24999977299998596, 38.333332459999951 0.16666643999998598))",864,Kenya,50,KINNA,ISIOLO SOUTH,249,KINNA,11,ISIOLO
901,10295560,3.125,37.875,"POLYGON ((37.833332461999959 3.0833330949999862, 37.916665794999957 3.0833330949999862, 37.916665794999957 3.1666664279999863, 37.833332461999959 3.1666664279999863, 37.833332461999959 3.0833330949999862))",1124,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
902,10295584,4.042,37.458,"POLYGON ((37.416665796999951 3.9999997579999871, 37.499999129999949 3.9999997579999871, 37.499999129999949 4.0833330909999868, 37.416665796999951 4.0833330909999868, 37.416665796999951 3.9999997579999871))",1450,Kenya,46,DUKANA,NORTH HORR,228,DUKANA,10,MARSABIT
903,10295691,2.042,38.875,"POLYGON ((38.833332457999944 1.9999997659999877, 38.916665790999943 1.9999997659999877, 38.916665790999943 2.0833330989999879, 38.833332457999944 2.0833330989999879, 38.833332457999944 1.9999997659999877))",48,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
904,10296311,3.125,38.625,"POLYGON ((38.583332458999962 3.0833330949999862, 38.666665791999961 3.0833330949999862, 38.666665791999961 3.1666664279999863, 38.583332458999962 3.1666664279999863, 38.583332458999962 3.0833330949999862))",1206,Kenya,45,OBBU,MOYALE,227,OBBU,10,MARSABIT
905,10296321,3.292,37.542,"POLYGON ((37.499999129999964 3.2499997609999838, 37.583332462999962 3.2499997609999838, 37.583332462999962 3.3333330939999839, 37.499999129999964 3.3333330939999839, 37.499999129999964 3.2499997609999838))",1114,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
906,10296322,3.125,37.708,"POLYGON ((37.666665795999961 3.0833330949999862, 37.74999912899996 3.0833330949999862, 37.74999912899996 3.1666664279999863, 37.666665795999961 3.1666664279999863, 37.666665795999961 3.0833330949999862))",1579,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
907,10296542,1.208,38.708,"POLYGON ((38.666665791999947 1.1666664359999857, 38.749999124999945 1.1666664359999857, 38.749999124999945 1.2499997689999855, 38.666665791999947 1.2499997689999855, 38.666665791999947 1.1666664359999857))",1282,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
908,10296791,0.292,38.292,"POLYGON ((38.249999126999938 0.24999977299998477, 38.333332459999937 0.24999977299998477, 38.333332459999937 0.33333310599998478, 38.249999126999938 0.33333310599998478, 38.249999126999938 0.24999977299998477))",989,Kenya,50,KINNA,ISIOLO SOUTH,249,KINNA,11,ISIOLO
909,10296893,2.875,37.542,"POLYGON ((37.499999129999964 2.83333309599999, 37.583332462999962 2.83333309599999, 37.583332462999962 2.91666642899999, 37.499999129999964 2.91666642899999, 37.499999129999964 2.83333309599999))",1188,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
910,10296922,2.708,36.792,"POLYGON ((36.74999913299996 2.6666664299999852, 36.833332465999959 2.6666664299999852, 36.833332465999959 2.7499997629999853, 36.74999913299996 2.7499997629999853, 36.74999913299996 2.6666664299999852))",72,Kenya,48,LOIYANGALANI,LAISAMIS,236,LOIYANGALANI,10,MARSABIT
911,10297315,0.792,38.875,"POLYGON ((38.833332457999944 0.74999977099998461, 38.916665790999943 0.74999977099998461, 38.916665790999943 0.83333310399998461, 38.833332457999944 0.83333310399998461, 38.833332457999944 0.74999977099998461))",1344,Kenya,50,SERICHO,ISIOLO SOUTH,250,SERICHO,11,ISIOLO
912,10297716,2.375,37.542,"POLYGON ((37.499999129999964 2.33333309799999, 37.583332462999962 2.33333309799999, 37.583332462999962 2.41666643099999, 37.499999129999964 2.41666643099999, 37.499999129999964 2.33333309799999))",314,Kenya,48,KORR/NGURUNIT,LAISAMIS,238,KORR/NGURUNIT,10,MARSABIT
913,10298003,2.708,36.875,"POLYGON ((36.833332465999945 2.6666664299999852, 36.916665798999944 2.6666664299999852, 36.916665798999944 2.7499997629999853, 36.833332465999945 2.7499997629999853, 36.833332465999945 2.6666664299999852))",1092,Kenya,48,LOIYANGALANI,LAISAMIS,236,LOIYANGALANI,10,MARSABIT
914,10298005,3.125,37.042,"POLYGON ((36.999999131999942 3.0833330949999862, 37.083332464999941 3.0833330949999862, 37.083332464999941 3.1666664279999863, 36.999999131999942 3.1666664279999863, 36.999999131999942 3.0833330949999862))",516,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
915,10298016,4.292,36.875,"POLYGON ((36.833332465999945 4.2499997569999834, 36.916665798999944 4.2499997569999834, 36.916665798999944 4.3333330899999831, 36.833332465999945 4.3333330899999831, 36.833332465999945 4.2499997569999834))",1502,Kenya,46,DUKANA,NORTH HORR,228,DUKANA,10,MARSABIT
916,10298020,3.125,39.208,"POLYGON ((39.166665789999939 3.0833330949999862, 39.249999122999938 3.0833330949999862, 39.249999122999938 3.1666664279999863, 39.166665789999939 3.1666664279999863, 39.166665789999939 3.0833330949999862))",1154,Kenya,45,GOLBO,MOYALE,224,GOLBO,10,MARSABIT
917,10298063,1.458,37.542,"POLYGON ((37.499999129999964 1.4166664349999891, 37.583332462999962 1.4166664349999891, 37.583332462999962 1.499999767999989, 37.499999129999964 1.499999767999989, 37.499999129999964 1.4166664349999891))",313,Kenya,48,LAISAMIS,LAISAMIS,240,LAISAMIS,10,MARSABIT
918,10298113,3.375,38.458,"POLYGON ((38.416665792999964 3.3333330939999897, 38.499999125999963 3.3333330939999897, 38.499999125999963 3.41666642699999, 38.416665792999964 3.41666642699999, 38.416665792999964 3.3333330939999897))",253,Kenya,45,URAN,MOYALE,226,URAN,10,MARSABIT
919,10298122,0.792,38.958,"POLYGON ((38.916665790999957 0.74999977099998461, 38.999999123999956 0.74999977099998461, 38.999999123999956 0.83333310399998461, 38.916665790999957 0.83333310399998461, 38.916665790999957 0.74999977099998461))",608,Kenya,50,SERICHO,ISIOLO SOUTH,250,SERICHO,11,ISIOLO
920,10298344,2.625,37.458,"POLYGON ((37.416665796999951 2.5833330969999864, 37.499999129999949 2.5833330969999864, 37.499999129999949 2.6666664299999865, 37.416665796999951 2.6666664299999865, 37.416665796999951 2.5833330969999864))",390,Kenya,48,KARGI/SOUTH HORR,LAISAMIS,237,KARGI/SOUTH HORR,10,MARSABIT
921,10298385,3.208,38.542,"POLYGON ((38.499999125999949 3.166666427999985, 38.583332458999948 3.166666427999985, 38.583332458999948 3.2499997609999851, 38.499999125999949 3.2499997609999851, 38.499999125999949 3.166666427999985))",1742,Kenya,45,OBBU,MOYALE,227,OBBU,10,MARSABIT
922,10298406,0.542,37.708,"POLYGON ((37.666665795999961 0.49999977199998824, 37.74999912899996 0.49999977199998824, 37.74999912899996 0.58333310499998825, 37.666665795999961 0.58333310499998825, 37.666665795999961 0.49999977199998824))",785,Kenya,49,NGARE MARA,ISIOLO NORTH,245,673,11,ISIOLO
923,10299256,3.458,36.708,"POLYGON ((36.666665799999947 3.4166664269999885, 36.749999132999946 3.4166664269999885, 36.749999132999946 3.4999997599999886, 36.666665799999947 3.4999997599999886, 36.666665799999947 3.4166664269999885))",709,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
924,10299270,2.542,38.625,"POLYGON ((38.583332458999962 2.4999997639999876, 38.666665791999961 2.4999997639999876, 38.666665791999961 2.5833330969999877, 38.583332458999962 2.5833330969999877, 38.583332458999962 2.4999997639999876))",939,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
925,10299318,3.375,37.458,"POLYGON ((37.416665796999951 3.3333330939999897, 37.499999129999949 3.3333330939999897, 37.499999129999949 3.41666642699999, 37.416665796999951 3.41666642699999, 37.416665796999951 3.3333330939999897))",87,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
926,10299331,0.625,38.875,"POLYGON ((38.833332457999944 0.583333104999987, 38.916665790999943 0.583333104999987, 38.916665790999943 0.666666437999987, 38.833332457999944 0.666666437999987, 38.833332457999944 0.583333104999987))",1810,Kenya,50,SERICHO,ISIOLO SOUTH,250,SERICHO,11,ISIOLO
927,10299688,3.542,36.375,"POLYGON ((36.333332467999952 3.4999997599999872, 36.416665800999951 3.4999997599999872, 36.416665800999951 3.5833330929999874, 36.333332467999952 3.5833330929999874, 36.333332467999952 3.4999997599999872))",501,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
928,10300189,2.375,37.625,"POLYGON ((37.583332462999948 2.33333309799999, 37.666665795999947 2.33333309799999, 37.666665795999947 2.41666643099999, 37.583332462999948 2.41666643099999, 37.583332462999948 2.33333309799999))",393,Kenya,48,KORR/NGURUNIT,LAISAMIS,238,KORR/NGURUNIT,10,MARSABIT
929,10300516,3.708,36.708,"POLYGON ((36.666665799999947 3.6666664259999848, 36.749999132999946 3.6666664259999848, 36.749999132999946 3.7499997589999849, 36.666665799999947 3.7499997589999849, 36.666665799999947 3.6666664259999848))",1833,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
930,10300523,1.625,38.375,"POLYGON ((38.333332459999951 1.5833331009999867, 38.41666579299995 1.5833331009999867, 38.41666579299995 1.6666664339999866, 38.333332459999951 1.6666664339999866, 38.333332459999951 1.5833331009999867))",1736,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
931,10300525,1.375,38.458,"POLYGON ((38.416665792999964 1.3333331019999903, 38.499999125999963 1.3333331019999903, 38.499999125999963 1.4166664349999902, 38.416665792999964 1.4166664349999902, 38.416665792999964 1.3333331019999903))",466,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
932,10300593,3.042,39.125,"POLYGON ((39.083332456999955 2.9999997619999874, 39.166665789999954 2.9999997619999874, 39.166665789999954 3.0833330949999875, 39.083332456999955 3.0833330949999875, 39.083332456999955 2.9999997619999874))",261,Kenya,45,BUTIYE,MOYALE,221,BUTIYE,10,MARSABIT
933,10301131,1.125,38.125,"POLYGON ((38.083332460999941 1.0833331029999869, 38.16666579399994 1.0833331029999869, 38.16666579399994 1.1666664359999868, 38.083332460999941 1.1666664359999868, 38.083332460999941 1.0833331029999869))",1730,Kenya,49,CHARI,ISIOLO NORTH,243,CHARI,11,ISIOLO
934,10301182,2.125,37.625,"POLYGON ((37.583332462999948 2.0833330989999865, 37.666665795999947 2.0833330989999865, 37.666665795999947 2.1666664319999867, 37.583332462999948 2.1666664319999867, 37.583332462999948 2.0833330989999865))",1721,Kenya,48,KORR/NGURUNIT,LAISAMIS,238,KORR/NGURUNIT,10,MARSABIT
935,10301236,2.625,36.875,"POLYGON ((36.833332465999945 2.5833330969999864, 36.916665798999944 2.5833330969999864, 36.916665798999944 2.6666664299999865, 36.833332465999945 2.6666664299999865, 36.833332465999945 2.5833330969999864))",1565,Kenya,48,LOIYANGALANI,LAISAMIS,236,LOIYANGALANI,10,MARSABIT
936,10301465,0.625,38.292,"POLYGON ((38.249999126999938 0.583333104999987, 38.333332459999937 0.583333104999987, 38.333332459999937 0.666666437999987, 38.249999126999938 0.666666437999987, 38.249999126999938 0.583333104999987))",860,Kenya,50,GARBATULLA,ISIOLO SOUTH,248,GARBA TULLA,11,ISIOLO
937,10301777,0.625,38.792,"POLYGON ((38.74999912499996 0.583333104999987, 38.833332457999958 0.583333104999987, 38.833332457999958 0.666666437999987, 38.74999912499996 0.666666437999987, 38.74999912499996 0.583333104999987))",180,Kenya,50,SERICHO,ISIOLO SOUTH,250,SERICHO,11,ISIOLO
938,10301891,2.958,37.375,"POLYGON ((37.333332463999966 2.9166664289999886, 37.416665796999965 2.9166664289999886, 37.416665796999965 2.9999997619999887, 37.333332463999966 2.9999997619999887, 37.333332463999966 2.9166664289999886))",1376,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
939,10301909,1.125,39.125,"POLYGON ((39.083332456999955 1.0833331029999869, 39.166665789999954 1.0833331029999869, 39.166665789999954 1.1666664359999868, 39.083332456999955 1.1666664359999868, 39.083332456999955 1.0833331029999869))",1347,Kenya,50,SERICHO,ISIOLO SOUTH,250,SERICHO,11,ISIOLO
940,10301972,1.875,37.542,"POLYGON ((37.499999129999964 1.8333330999999902, 37.583332462999962 1.8333330999999902, 37.583332462999962 1.91666643299999, 37.499999129999964 1.91666643299999, 37.499999129999964 1.8333330999999902))",1512,Kenya,48,KORR/NGURUNIT,LAISAMIS,238,KORR/NGURUNIT,10,MARSABIT
941,10303023,3.458,39.208,"POLYGON ((39.166665789999939 3.4166664269999885, 39.249999122999938 3.4166664269999885, 39.249999122999938 3.4999997599999886, 39.166665789999939 3.4999997599999886, 39.166665789999939 3.4166664269999885))",57,Kenya,45,GOLBO,MOYALE,224,GOLBO,10,MARSABIT
942,10303035,3.542,37.792,"POLYGON ((37.749999128999946 3.4999997599999872, 37.833332461999944 3.4999997599999872, 37.833332461999944 3.5833330929999874, 37.749999128999946 3.5833330929999874, 37.749999128999946 3.4999997599999872))",319,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
943,10303367,0.792,37.208,"POLYGON ((37.16666579799994 0.74999977099998461, 37.249999130999939 0.74999977099998461, 37.249999130999939 0.83333310399998461, 37.16666579799994 0.83333310399998461, 37.16666579799994 0.74999977099998461))",81,Kenya,49,OLDO/NYIRO,ISIOLO NORTH,247,OLDONYIRO,11,ISIOLO
944,10303463,3.542,37.875,"POLYGON ((37.833332461999959 3.4999997599999872, 37.916665794999957 3.4999997599999872, 37.916665794999957 3.5833330929999874, 37.833332461999959 3.5833330929999874, 37.833332461999959 3.4999997599999872))",1725,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
945,10303687,3.625,36.542,"POLYGON ((36.49999913399995 3.583333092999986, 36.583332466999948 3.583333092999986, 36.583332466999948 3.6666664259999862, 36.49999913399995 3.6666664259999862, 36.49999913399995 3.583333092999986))",432,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
946,10303697,3.542,36.458,"POLYGON ((36.416665800999965 3.4999997599999872, 36.499999133999964 3.4999997599999872, 36.499999133999964 3.5833330929999874, 36.416665800999965 3.5833330929999874, 36.416665800999965 3.4999997599999872))",369,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
947,10304038,2.292,38.292,"POLYGON ((38.249999126999938 2.2499997649999841, 38.333332459999937 2.2499997649999841, 38.333332459999937 2.3333330979999842, 38.249999126999938 2.3333330979999842, 38.249999126999938 2.2499997649999841))",739,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
948,10304340,1.542,38.458,"POLYGON ((38.416665792999964 1.4999997679999879, 38.499999125999963 1.4999997679999879, 38.499999125999963 1.5833331009999878, 38.416665792999964 1.5833331009999878, 38.416665792999964 1.4999997679999879))",1802,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
949,10304341,1.542,38.625,"POLYGON ((38.583332458999962 1.4999997679999879, 38.666665791999961 1.4999997679999879, 38.666665791999961 1.5833331009999878, 38.583332458999962 1.5833331009999878, 38.583332458999962 1.4999997679999879))",810,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
950,10304346,1.125,38.542,"POLYGON ((38.499999125999949 1.0833331029999869, 38.583332458999948 1.0833331029999869, 38.583332458999948 1.1666664359999868, 38.499999125999949 1.1666664359999868, 38.499999125999949 1.0833331029999869))",674,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
951,10304367,3.208,37.792,"POLYGON ((37.749999128999946 3.166666427999985, 37.833332461999944 3.166666427999985, 37.833332461999944 3.2499997609999851, 37.749999128999946 3.2499997609999851, 37.749999128999946 3.166666427999985))",163,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
952,10304406,0.792,37.125,"POLYGON ((37.083332464999955 0.74999977099998461, 37.166665797999954 0.74999977099998461, 37.166665797999954 0.83333310399998461, 37.083332464999955 0.83333310399998461, 37.083332464999955 0.74999977099998461))",846,Kenya,49,OLDO/NYIRO,ISIOLO NORTH,247,OLDONYIRO,11,ISIOLO
953,10304872,3.792,37.458,"POLYGON ((37.416665796999951 3.7499997589999836, 37.499999129999949 3.7499997589999836, 37.499999129999949 3.8333330919999837, 37.416665796999951 3.8333330919999837, 37.416665796999951 3.7499997589999836))",450,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
954,10305305,1.792,39.208,"POLYGON ((39.166665789999939 1.7499997669999843, 39.249999122999938 1.7499997669999843, 39.249999122999938 1.8333330999999842, 39.166665789999939 1.8333330999999842, 39.166665789999939 1.7499997669999843))",346,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
955,10305624,4.375,36.625,"POLYGON ((36.583332466999963 4.3333330899999893, 36.666665799999961 4.3333330899999893, 36.666665799999961 4.416666422999989, 36.583332466999963 4.416666422999989, 36.583332466999963 4.3333330899999893))",902,Kenya,46,ILLERET,NORTH HORR,232,ILLERET,10,MARSABIT
